html文件,股东全称,股东简称,变动截止日期,变动价格,变动数量,变动后持股数,变动后持股比例
607689.html,TBPOLYMERLIMITED,：TB公司,2014-04-29,10.321,85000,,
607689.html,TBPOLYMERLIMITED,：TB公司,2014-04-30,10.883,140000,,
607689.html,TBPOLYMERLIMITED,：TB公司,2014-05-05,10.915,150000,,
607689.html,TBPOLYMERLIMITED,：TB公司,2014-05-06,11.961,1000000,,
607689.html,TBPOLYMERLIMITED,：TB公司,2014-05-07,12.674,1000000,,
608840.html,北京金融街投资（集团）有限公司,金融街集团,2014-05-06,,55000000,900188357,0.2974
609459.html,上海电气集团股份有限公司,上海电气,2014-05-02,,700000,,
609771.html,湘江产业投资有限责任公司,湘江产业投资,2014-04-24,16.00,900,,
609771.html,湘江产业投资有限责任公司,湘江产业投资,2014-04-25,15.78,13180,,
609771.html,湘江产业投资有限责任公司,湘江产业投资,2014-04-28,15.15,216102,,
609771.html,湘江产业投资有限责任公司,湘江产业投资,2014-04-29,15.18,709818,,
609771.html,湘江产业投资有限责任公司,湘江产业投资,2014-04-30,15.88,20000,,
609771.html,湘江产业投资有限责任公司,湘江产业投资,2014-05-05,16.13,463552,14199100,0.1472
610771.html,长和投资有限公司,长和投资,2014-02-17,11.67元,6000000,,
610771.html,长和投资有限公司,长和投资,2014-04-29,9.99元,6000000,80889379,0.0937
612938.html,上海南都集团有限公司,上海南都集团,2014-04-29,7.75,9111629,,
61496.html,四川化工控股（集团）有限责任公司,,2015-02-03,7.728,3668689,,
61496.html,四川化工控股（集团）有限责任公司,,2015-02-04,7.755,1031305,,
61496.html,四川化工控股（集团）有限责任公司,,2015-02-04,7.77,10000000,,
615426.html,中国宝安集团控股有限公司,中宝控股,2009-06-09,,22523274,,
616577.html,中国中钢集团公司,中钢集团,2008-09-26,,240000,,
61740.html,烟台泰和新材集团有限公司,泰和新材集团,2015-02-05,13.28元,5195677,,
62642.html,北京城建集团有限责任公司,城建集团,2014-05-19,,8755037,,
62642.html,北京城建集团有限责任公司,城建集团,2014-05-05,,2300000,548944160,0.5145
6416790.html,汕头市锦煌投资有限公司,锦煌投资,2016-06-14,26.09,50000,,
6416790.html,汕头市锦煌投资有限公司,锦煌投资,2016-06-15,26.77,140000,,
6416790.html,汕头市锦煌投资有限公司,锦煌投资,2016-06-16,26.37,100000,,
6416790.html,汕头市锦煌投资有限公司,锦煌投资,2016-06-17,26.4,10000,,
6416790.html,汕头市锦煌投资有限公司,锦煌投资,2016-06-21,25.34,100000,,
6416790.html,汕头市锦煌投资有限公司,锦煌投资,2016-06-22,25.42,100000,,
6416790.html,汕头市锦煌投资有限公司,锦煌投资,2016-06-23,24.97,2450000,,
6416790.html,汕头市锦煌投资有限公司,锦煌投资,2016-06-29,25.81,550000,,
6416790.html,汕头市锦煌投资有限公司,锦煌投资,2016-06-30,25.36,100000,18000000,0.05
65709.html,华润深国投信托有限公司,华润深国投,2014-05-08,9.79,2000000,,
65709.html,华润深国投信托有限公司,华润深国投,2014-05-12,9.65,2000000,,
65709.html,华润深国投信托有限公司,华润深国投,2014-05-13,9.52,525405,53887102,0.0624
65905.html,浙江三变集团有限公司,三变集团,2010-09-27,14.06,1120000,27539260,0.2459
679455.html,天津腾飞钢管有限公司,天津腾飞,2012-10-25,15.52,93600,,
679455.html,天津腾飞钢管有限公司,天津腾飞,2012-11-01,15.44,79200,,
679455.html,天津腾飞钢管有限公司,天津腾飞,2012-11-02,15.11,38700,,
679455.html,天津腾飞钢管有限公司,天津腾飞,2012-11-05,15.26,5220,,
679455.html,天津腾飞钢管有限公司,天津腾飞,2012-12-10,14.19,101700,,
679455.html,天津腾飞钢管有限公司,天津腾飞,2012-12-11,14.05,131580,,
679455.html,天津腾飞钢管有限公司,天津腾飞,2013-01-24,16.85,190440,17107000,0.056
67978.html,盛世泉金,,2014-04-18,8.26,4441620,,
67978.html,盛世泉金,,2014-02-18,9.50,5000000,,
67978.html,盛世泉金,,2014-02-24,9.50,5000000,,
67978.html,盛世泉金,,2014-05-13,7.05,10400000,,
67978.html,盛世荣金,,2014-03-03,9.11,491200,,
68426.html,临沧飞翔冶炼有限责任公司,临沧飞翔,2013-07-19,10.85,2000000,,
68426.html,临沧飞翔冶炼有限责任公司,临沧飞翔,2013-09-13,12.87,13000000,,
68426.html,临沧飞翔冶炼有限责任公司,临沧飞翔,2013-12-04,13.78,12000000,,
68426.html,临沧飞翔冶炼有限责任公司,临沧飞翔,2014-05-12,11.35,5656000,,
6927.html,西子电梯集团有限公司,西子电梯,2015-01-28,17.16,1000000,,
6927.html,西子电梯集团有限公司,西子电梯,2015-01-29,16.77,1000000,,
6927.html,西子电梯集团有限公司,西子电梯,2015-01-30,16.09,1000000,,
6927.html,西子电梯集团有限公司,西子电梯,2015-02-02,15.58,2000000,164194420,0.4099
717741.html,武汉和瑞投资有限公司,,2014-04-21,24.71,80000,10720000,0.0499
718957.html,广州诚信创业投资有限公司,诚信创投,2013-07-19,6.75,20600000000,,
718957.html,广州诚信创业投资有限公司,诚信创投,2013-07-19,7.35,40000000,,
719620.html,天津常春藤一期股权投资中心（有限合伙）,常春藤投资,2013-05-20,34.151,35804,,
719620.html,天津常春藤一期股权投资中心（有限合伙）,常春藤投资,2013-05-21,34.357,100196,,
719620.html,天津常春藤一期股权投资中心（有限合伙）,常春藤投资,2013-05-22,33.671,20000,,
719620.html,天津常春藤一期股权投资中心（有限合伙）,常春藤投资,2013-05-23,33.736,74000,,
719620.html,天津常春藤一期股权投资中心（有限合伙）,常春藤投资,2013-05-24,34.162,53700,,
719620.html,天津常春藤一期股权投资中心（有限合伙）,常春藤投资,2013-07-15,21.92,100000,,
719620.html,天津常春藤一期股权投资中心（有限合伙）,常春藤投资,2013-07-16,23.594,200000,,
719620.html,天津常春藤一期股权投资中心（有限合伙）,常春藤投资,2013-07-16,23.23,1700000,3349450,0.032
719999.html,北京金融街投资（集团）有限公司,金融街集团,2014-04-18,,41581864,845188357,0.2792
72525.html,武汉当代科技产业集团股份有限公司,当代科技,2013-12-05,18.15,5000000,16987958,14.16
725298.html,西藏利阳科技有限公司,利阳科技,2014-04-16,5.79,15000000,,
725298.html,西藏利阳科技有限公司,利阳科技,2014-04-03,6.27-6.36,1562274,22307946,0.0302
729232.html,张江高科,,2012-11-12,8.39,360000,,
729232.html,张江高科,,2012-11-14,8.16,370000,,
729232.html,张江高科,,2012-11-15,8.00,560000,,
729232.html,张江高科,,2013-01-11,8.54,360000,,
729232.html,张江高科,,2013-01-14,8.78,2000000,,
729232.html,张江高科,,2013-01-16,8.61,350000,,
729232.html,张江高科,,2013-05-16,8.81,5490000,24434456,0.1018
73077.html,昆山吉立达投资咨询有限公司,吉立达投资,2015/3/4,14.57,1000000,,
73077.html,昆山亚通汽车维修服务有限公司,亚通汽修,2015/3/5,14.57,1000000,,
73077.html,昆山飞达投资管理有限公司,飞达投资,2015/3/5,14.57,1000000,,
7350.html,晋正企业股份有限公司,晋正企业,2014-05-16,7.93,21000000,,
7350.html,晋正企业股份有限公司,晋正企业,2014-05-20,7.63,10714500,,
7350.html,晋正企业股份有限公司,晋正企业,2014-06-04,7.76,7920000,365679556,0.4613
737422.html,湖南省人民政府国有资产监督管理委员会,湖南省国资委,2013-04-02,,5934880,1253314876,0.1626
743264.html,VTRONINVESTMENTLIMITED,威创投资,2013-02-22,10.33,32070000,,
743264.html,股东名称,,本次减持前持有股份,本次减持前持有股份,本次减持后持有股份万,,
743264.html,股东名称,,股数(万股),占总股本比例(%),股数(万股)万,,
743264.html,VTRONINVESTMENTLIMITED,威创投资,44,737.65,69.75,415306500,,
743264.html,VTRONINVESTMENTLIMITED,威创投资,44,737.65,69.75,415306500,,
74352.html,劲辉国际企业有限公司,劲辉国际,2015-03-04,28.31,610000,,
74352.html,劲辉国际企业有限公司,劲辉国际,2015-03-05,27.79,490000,,
74352.html,劲辉国际企业有限公司,劲辉国际,2015-03-05,25.52,2000000,,
74352.html,劲辉国际企业有限公司,劲辉国际,2015-03-06,27.71,950000,,
74352.html,劲辉国际企业有限公司,劲辉国际,2015-03-06,24.75,2500000,,
745417.html,江西江特实业有限公司,江特实业,2012-01-05,,200000,,
76094.html,四川化工控股（集团）有限责任公司,,2015-03-09,9.19,6460000,,
76094.html,四川化工控股（集团）有限责任公司,,2015-03-09,9.19,3009143,,
76355.html,武汉市城镇集体合作工业中心,工业中心,2012-06-21,15.24,449229,,
76355.html,武汉市城镇集体合作工业中心,工业中心,2015-03-09,16.95,4898848,3699071,0.0058
76559.html,深圳丹邦投资集团有限公司,丹邦投资集团”或“控股股东,2015-03-09,33.02,6000000,67116000,0.3675
7668.html,厦门建发集团有限公司,建发集团,2014-06-03,,600563,27622174,
7757.html,QM8LIMITED,QM8,2014-06-04,29.76,2680000,17145920,0.0803
784308.html,长沙先导创业投资有限公司,长沙先导,2014-03-21,17.72,1500000,,
78819.html,四川化工控股（集团）有限责任公司,,2015-02-16,8.19,1880863,,
78819.html,四川化工控股（集团）有限责任公司,,2015-02-17,8.07,2800000,,
79163.html,ASIABOTTLES(HK)COMPANYLIMITED,,2015-02-12,3.91,15000000,,
79163.html,ASIABOTTLES(HK)COMPANYLIMITED,,2015-02-12,3.91,15000000,,
79163.html,ASIABOTTLES(HK)COMPANYLIMITED,,2015-02-13,3.97,32000000,,
79163.html,ASIABOTTLES(HK)COMPANYLIMITED,,2015-03-04,4.17,2500000,63356531,0.0492
79664.html,西部信托有限公司,西部信托,2015-02-25,14.21,694278,,
79664.html,西部信托有限公司,西部信托,2015-02-26,14.11,142900,,
79664.html,西部信托有限公司,西部信托,2015-02-27,14.17,2000000,,
79664.html,西部信托有限公司,西部信托,2015-03-02,15.02,381074,,
79664.html,西部信托有限公司,西部信托,2015-03-03,14.89,695000,,
79664.html,西部信托有限公司,西部信托,2015-03-04,14.46,730636,55492490,0.0499
79666.html,财通基金管理有限公司,财通基金,2015-03-02,12.0035,250000,,
79666.html,财通基金管理有限公司,财通基金,2015-03-02,11.43,2000000,,
79666.html,财通基金管理有限公司,财通基金,2015-03-03,11.59,4000000,,
79666.html,财通基金管理有限公司,财通基金,2015-03-04,11.84,2000000,,
80512.html,四川化工控股（集团）有限责任公司,,2015-03-03,8.07,11700000,,
808859.html,北京燕京啤酒集团公司,燕京集团,2008-12-22,,1076500,23690062,0.0196
810497.html,荣盛控股股份有限公司,荣盛控股,2013-11-05,10.10,1130010,,
810497.html,荣盛房地产发展股份有限公司,,2013-12-20,9.92,999211,,
814240.html,深圳市人民政府国有资产监督管理委员会,深圳市国资委,2008-10-31,,1200000,115796840,0.2283
821596.html,东莞市荣富实业有限公司,荣富实业,2008-06-05,,3759721,,
825637.html,珠海和平电信工业有限公司,：和平电信,2003-03-03,,1484321,26995039,0.2287
832803.html,福建东方恒基科贸有限公司,东方恒基,2007-08-23,,2535032,,
835589.html,深圳市福万田投资有限公司,福万田公司,2007-05-21,,1896660,,
85525.html,新疆甬金通达股权投资管理有限公司,新疆甬金通达,2015-02-26,29.02,9910000,47090000,0.2376
87789.html,深圳市纺织（集团）股份有限公司,深纺织,2015-03-16,19.01元/股,深圳市纺织（集团）股份有限公司,,
88412.html,拉萨经济技术开发区通连投资咨询有限公司,拉萨通连,2015-03-17,36.94,6000000,,
88431.html,深圳丹邦投资集团有限公司,丹邦投资集团”或“控股股东,2015-03-16,32.61,6000000,61116000,0.3346
891259.html,上海力鸿新技术投资有限公司,,2014-03-26,10.64元,8225200,370046180,0.4863
89362.html,山东太阳控股集团有限公司,太阳控股,2015-01-26,4.07元/股,80400000,,
900317.html,工布江达长润投资管理有限公司,,2014-03-19,6.89,833573,68752228,0.0767
900978.html,钜鸿（香港）有限公司,,2013-05-16,9.60元/股,2600000,,
900978.html,钜鸿（香港）有限公司,,2014-03-18,12.80元/股,800000,29950416,0.088
901458.html,深南实业,,2014-03-19,6.00-6.75,5280000,1896685,0.0036
902950.html,新余仁邦翰威投资管理有限公司,仁邦翰威,2014-02-24,35.16,1300000,,
902950.html,新余仁邦翰威投资管理有限公司,仁邦翰威,2014-03-18,33.98,3101822,,
902973.html,石河子网维投资普通合伙企业,网维投资,2014-03-17,16.59,3900000,11865540,0.0645
9030095.html,云南煤化工集团有限公司,煤化集团,2015-09-14,4.74,300000,,
909203.html,广东栢迪鑫投资有限公司,栢迪鑫,2014-02-14,19.74,1000000,,
909376.html,财务有限责任公司,航天科技财务公司,2013-03-11,,1008900,,
91890.html,石河子众邦股权投资管理合伙企业,众邦投资,2015-01-20,24.40,10000000,20000000,0.0712
92857.html,众合投资,,2014-12-10,9.08,5000000,,
92857.html,众合投资,,2014-12-16,9.37,10000000,,
92857.html,众合投资,,2014-12-31,9.60,13000000,,
92857.html,众合投资,,2015-01-16,10.05,14090000,,
92857.html,股东名称,,本次减持前持有股份,本次减持前持有股份,本次减持后持有股份,,
92857.html,众合投资,,42,090,000,4.9904%,0,,
92857.html,众合投资,,42,090,000,4.9904%,0,,
928875.html,劲辉国际企业有限公司,劲辉国际,2014-03-06,19.61,4200000,,
929278.html,武汉华中科技大产业集团有限公司,产业集团,2010-05-06,20.22,2101100,,
929278.html,武汉华中科技大产业集团有限公司,产业集团,2013-12-27,7.05,3490000,,
929278.html,武汉华中科技大产业集团有限公司,产业集团,2014-03-05,9.38,4923730,,
931667.html,国富基金,,2014-03-03,41.66,2000000,,
933580.html,湖南长炼兴长集团有限责任公司,兴长集团,2014-02-28,17.58元,2206331,,
933580.html,湖南长炼兴长集团有限责任公司,兴长集团,2014-02-28,,0,,
933580.html,湖南长炼兴长集团有限责任公司,兴长集团,2014-02-28,,0,41909256,0.1967
93746.html,西藏瑞华投资发展有限公司,西藏瑞华,2015-03-13,51.388,500000,,
93746.html,西藏瑞华投资发展有限公司,西藏瑞华,2015-03-17,52.034,4000000,,
937600.html,浙江万马电气电缆集团有限公司,电气电缆集团,2014-02-27,5.42,6600000,,
937600.html,浙江万马电气电缆集团有限公司,电气电缆集团,2014-02-27,5.42,40000000,461090812,0.4912
943132.html,上海证大投资管理有限公司,上海证大,2014-02-26,,1766950,17433050,99.95
94427.html,克州湘鄂情投资控股有限公司,克州湘鄂情,2015-03-16,8.19元/股,30000000,,
95058.html,中国标准工业集团有限公司,标准集团,2015-02-13,,3097178,,
95058.html,中国标准工业集团有限公司,标准集团,2015-03-18,,5187300,,
95058.html,中国标准工业集团有限公司,标准集团,2015-03-03,,4675600,150047352,0.4337
95675.html,芜湖德豪投资有限公司,芜湖德豪投资,2015-03-17,9.12,4000000,,
95675.html,芜湖德豪投资有限公司,芜湖德豪投资,2015-03-18,9.20,6000000,,
95675.html,芜湖德豪投资有限公司,芜湖德豪投资,2015-03-19,9.20,12000000,,
967344.html,中信信托有限责任公司,：中信信托,2011-08-25,7.839,2655500000,,
967344.html,中信信托有限责任公司,：中信信托,2011-09-08,7.804,17511930000,,
967344.html,中信信托有限责任公司,：中信信托,2011-09-09,7.609,13082000000,,
967344.html,中信信托有限责任公司,：中信信托,2011-09-14,7.261,1600000000,,
967344.html,中信信托有限责任公司,：中信信托,2011-09-15,7.284,1800000000,,
967344.html,中信信托有限责任公司,：中信信托,2014-02-20,5.810,49388160000,,
968135.html,广州东凌实业集团有限公司,东凌实业,2013-09-10,14.10,13300000,,
968135.html,广州东凌实业集团有限公司,东凌实业,2014-02-10,15.47,1350000,,
968135.html,广州东凌实业集团有限公司,东凌实业,2014-02-17,15.49,2500000,,
968135.html,广州东凌实业集团有限公司,东凌实业,2014-02-21,15.11,3200000,,
971857.html,南通威望实业有限公司、公司实际控制人,,2014-02-17,13.72,1561100,,
971857.html,南通威望实业有限公司、公司实际控制人,,2014-02-18,13.20,1561100,152550000,0.4238
971857.html,南通威望实,,2014年2月,12.39,1935764,,
975475.html,林芝地区荣光科技有限公司,荣光科技,2014-02-12,19.92,4580000,,
975475.html,林芝地区荣光科技有限公司,荣光科技,2014-02-17,21.60,1858117,,
